hotel_name,hotel_name_link,review_score,review_score_text,review_score_title,hotel_image,hotel_price
Ascott Sudirman Jakarta,"
/hotel/id/ascott-sudirman-jakarta-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=334209202_285696285_0_2_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=1&highlighted_blocks=334209202_285696285_0_2_0&hpos=1&no_rooms=1&sr_order=popularity&sr_pri_blocks=334209202_285696285_0_2_0__106218700&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.7,"1,259 reviews",Fabulous,https://cf.bstatic.com/xdata/images/hotel/square600/147950076.jpg?k=07982175126b0b6ab75d4124ff24eaf1bdfa1baaa7cdad7d61244fe9bc33d825&o=,"Rp 1,062,187"
Ascott Jakarta,"
/hotel/id/ascott-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=4268002_285696429_0_2_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=2&highlighted_blocks=4268002_285696429_0_2_0&hpos=2&no_rooms=1&sr_order=popularity&sr_pri_blocks=4268002_285696429_0_2_0__93472500&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.6,"1,811 reviews",Fabulous,https://cf.bstatic.com/xdata/images/hotel/square600/80041955.jpg?k=8eb2b94e98c6608dc2d49c2ef3918c4db615d82352f4962edd09060f1f02a4e6&o=,"Rp 934,725"
Four Seasons Hotel Jakarta,"
/hotel/id/four-seasons-jakarta-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=180362605_237421634_2_1_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=3&highlighted_blocks=180362605_237421634_2_1_0&hpos=3&no_rooms=1&sr_order=popularity&sr_pri_blocks=180362605_237421634_2_1_0__276388199&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",9.2,409 reviews,Superb,https://cf.bstatic.com/xdata/images/hotel/square600/79188200.jpg?k=6a2b1363be9fe3467c14af5b95c4979165fd620815c2df7ca50e135b689b1272&o=,"Rp 2,763,882"
Shangri-La Hotel Jakarta,"
/hotel/id/shangri-la-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=17680108_165845774_2_2_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=4&highlighted_blocks=17680108_165845774_2_2_0&hpos=4&no_rooms=1&sr_order=popularity&sr_pri_blocks=17680108_165845774_2_2_0__166759699&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.9,685 reviews,Fabulous,https://cf.bstatic.com/xdata/images/hotel/square600/280444222.jpg?k=26a427bf05ece988d2b69ef7417fdaece2532d2c48132a4f100b3af4b375ff3a&o=,"Rp 1,667,597"
Ascott Kuningan Jakarta,"
/hotel/id/ascott-kuningan-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=110239201_285696379_0_2_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=5&highlighted_blocks=110239201_285696379_0_2_0&hpos=5&no_rooms=1&sr_order=popularity&sr_pri_blocks=110239201_285696379_0_2_0__127462499&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.6,865 reviews,Fabulous,https://cf.bstatic.com/xdata/images/hotel/square600/68872049.jpg?k=ad580c0f25899ffa526251dc8d38dac76fa3e4b2db3495d8111929cf971ddc1e&o=,"Rp 1,274,625"
Hotel Indonesia Kempinski Jakarta,"
/hotel/id/indonesia-kempinski.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=28676920_181728904_2_1_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=6&highlighted_blocks=28676920_181728904_2_1_0&hpos=6&no_rooms=1&sr_order=popularity&sr_pri_blocks=28676920_181728904_2_1_0__181499999&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",9.0,505 reviews,Superb,https://cf.bstatic.com/xdata/images/hotel/square600/43388087.jpg?k=c586db5dfc8d40bf8bf6f753aeaf2bdaa059c40d30d2a237fba4260712311d71&o=,"Rp 1,815,000"
Sheraton Grand Jakarta Gandaria City Hotel,"
/hotel/id/sheraton-grand-jakarta-gandaria-city-hotel.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=145353706_274564689_2_2_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=7&highlighted_blocks=145353706_274564689_2_2_0&hpos=7&no_rooms=1&sr_order=popularity&sr_pri_blocks=145353706_274564689_2_2_0__174240000&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.9,271 reviews,Fabulous,https://cf.bstatic.com/xdata/images/hotel/square600/248978393.jpg?k=1150b0e4efa0e588b0e4ef9ae26a574a3366194723c2b6ef551160d811a2624f&o=,"Rp 1,742,400"
The Westin Jakarta,"
/hotel/id/the-westin-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=182402307_274564695_2_42_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=8&highlighted_blocks=182402307_274564695_2_42_0&hpos=8&no_rooms=1&sr_order=popularity&sr_pri_blocks=182402307_274564695_2_42_0__180289999&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",9.0,391 reviews,Superb,https://cf.bstatic.com/xdata/images/hotel/square600/253295379.jpg?k=a1cf32340962b3f73beda23cbf24b158e8bdb45153ff9895b6ee4830dedbed2e&o=,"Rp 1,802,900"
DoubleTree by Hilton Jakarta - Diponegoro,"
/hotel/id/doubletree-by-hilton-jakarta-diponegoro.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=71576409_277207646_2_42_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=9&highlighted_blocks=71576409_277207646_2_42_0&hpos=9&no_rooms=1&sr_order=popularity&sr_pri_blocks=71576409_277207646_2_42_0__89842499&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.6,"1,112 reviews",Fabulous,https://cf.bstatic.com/xdata/images/hotel/square600/123047575.jpg?k=eedd74299f779917c33603ebc283e892dbf6ae16cd5179609bc252751afcf247&o=,"Rp 898,425"
Grand Hyatt Jakarta,"
/hotel/id/grand-hyatt-jakarta-jakarta6.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=132476106_269949821_2_2_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=10&highlighted_blocks=132476106_269949821_2_2_0&hpos=10&no_rooms=1&sr_order=popularity&sr_pri_blocks=132476106_269949821_2_2_0__168225600&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.7,308 reviews,Fabulous,https://cf.bstatic.com/xdata/images/hotel/square600/135005593.jpg?k=f2f256cd2a44257899ff343fb3b0cf14baa0095cc187edcede28619a8c0bceed&o=,"Rp 1,682,256"
Somerset Berlian Jakarta,"
/hotel/id/somerset-berlian-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=2845904_285696477_0_2_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=11&highlighted_blocks=2845904_285696477_0_2_0&hpos=11&no_rooms=1&sr_order=popularity&sr_pri_blocks=2845904_285696477_0_2_0__101969999&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.2,"1,056 reviews",Very good,https://cf.bstatic.com/xdata/images/hotel/square600/172563032.jpg?k=f170c0a3effe9a7e1f29a518b53a8e0ca1cf05bfa547338995bf2ff4286b816e&o=,"Rp 1,019,700"
"The Ritz-Carlton Jakarta, Mega Kuningan","
/hotel/id/ritz-carlton-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=17690624_94317453_2_1_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=12&highlighted_blocks=17690624_94317453_2_1_0&hpos=12&no_rooms=1&sr_order=popularity&sr_pri_blocks=17690624_94317453_2_1_0__160325000&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",9.0,677 reviews,Superb,https://cf.bstatic.com/xdata/images/hotel/square600/278947054.jpg?k=0303ec685f6fb8eb274580ae291bcf599352d5075b418cdb3dd3d3e71d71ce63&o=,"Rp 1,603,250"
Mandarin Oriental Jakarta,"
/hotel/id/mandarin-oriental-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=25406103_189760177_3_2_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=13&highlighted_blocks=25406103_189760177_3_2_0&hpos=13&no_rooms=1&sr_order=popularity&sr_pri_blocks=25406103_189760177_3_2_0__163785599&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",9.1,222 reviews,Superb,https://cf.bstatic.com/xdata/images/hotel/square600/78804296.jpg?k=ae27003ed423a5b807830580a6cc238e9907fe7ccb7a141205724ed6841b6155&o=,"Rp 1,637,856"
InterContinental Hotels Jakarta Pondok Indah,"
/hotel/id/intercontinental-hotels-jakarta-pondok-indah.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=357180005_242479110_0_2_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=14&highlighted_blocks=357180005_242479110_0_2_0&hpos=14&no_rooms=1&sr_order=popularity&sr_pri_blocks=357180005_242479110_0_2_0__187347499&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",9.1,165 reviews,Superb,https://cf.bstatic.com/xdata/images/hotel/square600/179602223.jpg?k=69cd4b0d0068b117f029da86680ce6a95970c3f4219eaf26a687cf65ada2811b&o=,"Rp 1,873,475"
Fairmont Jakarta,"
/hotel/id/fairmont-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=125713801_179707148_2_2_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=15&highlighted_blocks=125713801_179707148_2_2_0&hpos=15&no_rooms=1&sr_order=popularity&sr_pri_blocks=125713801_179707148_2_2_0__320649999&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",9.0,288 reviews,Superb,https://cf.bstatic.com/xdata/images/hotel/square600/42953095.jpg?k=336cd9c1d987e4be11a2945f6a6c245c3f72439b840bfd5f21709503266f532d&o=,"Rp 3,206,500"
Citadines Rasuna Jakarta,"
/hotel/id/citadines-rasuna-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=50129701_285696323_0_2_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=16&highlighted_blocks=50129701_285696323_0_2_0&hpos=16&no_rooms=1&sr_order=popularity&sr_pri_blocks=50129701_285696323_0_2_0__76477500&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.5,704 reviews,Very good,https://cf.bstatic.com/xdata/images/hotel/square600/90467906.jpg?k=355962d2878be8c8d5484b02a5e64a3701d592fb479a3029b3d32acf48ba5d05&o=,"Rp 764,775"
Ashley Wahid Hasyim Jakarta,"
/hotel/id/ashley-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=205977712_288497280_2_1_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=17&highlighted_blocks=205977712_288497280_2_1_0&hpos=17&no_rooms=1&sr_order=popularity&sr_pri_blocks=205977712_288497280_2_1_0__44490099&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.4,"2,030 reviews",Very good,https://cf.bstatic.com/xdata/images/hotel/square600/216045626.jpg?k=6d975327227e674d3ce80be716667c32eda345e1b7d7edd62139950143078f01&o=,"Rp 444,901"
Juno Jatinegara Jakarta,"
/hotel/id/7-days-premium-jatinegera.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=275937202_288497278_0_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=18&highlighted_blocks=275937202_288497278_0_0_0&hpos=18&no_rooms=1&sr_order=popularity&sr_pri_blocks=275937202_288497278_0_0_0__29000799&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.1,"1,164 reviews",Very good,https://cf.bstatic.com/xdata/images/hotel/square600/273814970.jpg?k=7eb081ee4f00ab24c32df6e16dec1f4771863c758228243a76086db3dbe1bfc2&o=,"Rp 290,008"
Stanley Wahid Hasyim,"
/hotel/id/simple-boutique-jakarta-wahid-hasyim.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=554531104_288497178_2_1_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=19&highlighted_blocks=554531104_288497178_2_1_0&hpos=19&no_rooms=1&sr_order=popularity&sr_pri_blocks=554531104_288497178_2_1_0__38991099&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.6,574 reviews,Fabulous,https://cf.bstatic.com/xdata/images/hotel/square600/283159649.jpg?k=e608db7d02949d3c279876b9fe76dea83f5762e24d7b841f7d9a56739265bca8&o=,"Rp 389,911"
JW Marriott Hotel Jakarta,"
/hotel/id/jw-marriott-jakarta-12950.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=17689817_95463729_2_41_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=20&highlighted_blocks=17689817_95463729_2_41_0&hpos=20&no_rooms=1&sr_order=popularity&sr_pri_blocks=17689817_95463729_2_41_0__136125000&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.5,283 reviews,Very good,https://cf.bstatic.com/xdata/images/hotel/square600/278996936.jpg?k=adf1d333f90b9129d8719ed6e2026ef168c270b69d66c1581bcdd2b69e2eba8e&o=,"Rp 1,361,250"
The Residences of The Ritz-Carlton Jakarta Pacific Place,"
/hotel/id/the-residence-of-the-ritz-carlton-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=27977008_287668002_2_2_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=21&highlighted_blocks=27977008_287668002_2_2_0&hpos=21&no_rooms=1&sr_order=popularity&sr_pri_blocks=27977008_287668002_2_2_0__995500000&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.5,30 reviews,Very good,https://cf.bstatic.com/xdata/images/hotel/square600/241467603.jpg?k=0e00d0787d841e48f633ffbe1d6a740c4bd27f5a9193fda237224ec4181f44db&o=,"Rp 9,955,000"
Swissôtel Jakarta PIK Avenue,"
/hotel/id/swissotel-jakarta-pik-avenue.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=565653913_214546559_2_2_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=22&highlighted_blocks=565653913_214546559_2_2_0&hpos=22&no_rooms=1&sr_order=popularity&sr_pri_blocks=565653913_214546559_2_2_0__88919899&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.9,210 reviews,Fabulous,https://cf.bstatic.com/xdata/images/hotel/square600/263784243.jpg?k=ef0331ff0b594fa9aeaf03fea2475cc29b5fc5130619c93ba89a4fc6571a83de&o=,"Rp 889,199"
Swiss-Belhotel Pondok Indah,"
/hotel/id/swiss-belhotel-pondok-indah.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=168848107_272301044_0_2_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=23&highlighted_blocks=168848107_272301044_0_2_0&hpos=23&no_rooms=1&sr_order=popularity&sr_pri_blocks=168848107_272301044_0_2_0__59499999&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.9,333 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/66375207.jpg?k=60fb090da782ca9544574e29d2f95ad367bb5193233f00c34a0518b539ecf28a&o=,"Rp 595,000"
Juno Tanah Abang Jakarta,"
/hotel/id/juno-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=229535501_288497279_0_1_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=24&highlighted_blocks=229535501_288497279_0_1_0&hpos=24&no_rooms=1&sr_order=popularity&sr_pri_blocks=229535501_288497279_0_1_0__33915100&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.2,"1,742 reviews",Very good,https://cf.bstatic.com/xdata/images/hotel/square600/160593605.jpg?k=df44e058d34367f8fed859868a71a940ab0e8d410d53244c3471141d732be772&o=,"Rp 339,151"
Hotel Mulia Senayan - Jakarta,"
/hotel/id/mulia-senayan.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=fa79b08fd35d193b6393d4f51a4128de&all_sr_blocks=32981014_265167302_0_1_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=25&highlighted_blocks=32981014_265167302_0_1_0&hpos=25&no_rooms=1&sr_order=popularity&sr_pri_blocks=32981014_265167302_0_1_0__170700999&srepoch=1613474433&srpvid=888f4fc04856006a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.8,52 reviews,Fabulous,https://cf.bstatic.com/xdata/images/hotel/square600/188684726.jpg?k=5165e34147168966547f713fd6ac58f48ea7166bfca51f20fabd9c0497a66838&o=,"Rp 1,707,010"
