hotel_name,hotel_name_link,review_score,review_score_text,review_score_title,hotel_image,hotel_price
Red Planet Jakarta Pasar Baru,"
/hotel/id/red-planet-pasar-baru.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=6e704a9660094396f25701fb6ed06d82&all_sr_blocks=40322702_88826955_0_2_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=194&highlighted_blocks=40322702_88826955_0_2_0&hpos=19&no_rooms=1&sr_order=popularity&sr_pri_blocks=40322702_88826955_0_2_0__26333999&srepoch=1613474901&srpvid=349250aa2fe00047&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.8,80 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/98914728.jpg?k=dc2656ef0aea1ddc508a80b9c9eed0917d78d9bfe82d2331f2ebda5a9da239c6&o=,"Rp 263,340"
"SOTIS Hotel Kemang, Jakarta","
/hotel/id/sotis-kemang-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=6e704a9660094396f25701fb6ed06d82&all_sr_blocks=483371106_157414770_2_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=195&highlighted_blocks=483371106_157414770_2_0_0&hpos=20&no_rooms=1&sr_order=popularity&sr_pri_blocks=483371106_157414770_2_0_0__37506000&srepoch=1613474901&srpvid=349250aa2fe00047&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.4,13 reviews,Very good,https://cf.bstatic.com/xdata/images/hotel/square600/245144495.jpg?k=e9ecbc5d2309e62c6443346e63790e126504dc0a5eca88b8add4895356aab8fa&o=,"Rp 375,060"
Bangka Suite,"
/hotel/id/bangka-suite.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=6e704a9660094396f25701fb6ed06d82&all_sr_blocks=682371201_278430716_2_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=196&highlighted_blocks=682371201_278430716_2_0_0&hpos=21&no_rooms=1&sr_order=popularity&sr_pri_blocks=682371201_278430716_2_0_0__21818900&srepoch=1613474901&srpvid=349250aa2fe00047&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.5,11 reviews,Very good,https://cf.bstatic.com/xdata/images/hotel/square600/274010744.jpg?k=27a5189a4da58110bd4e05e7c5076f464f84b95efb0f2c62ee4f328eabd8b21c&o=,"Rp 218,189"
Whiz Hotel Cikini Jakarta,"
/hotel/id/whiz-cikini-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=6e704a9660094396f25701fb6ed06d82&all_sr_blocks=87428504_88827019_0_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=197&highlighted_blocks=87428504_88827019_0_0_0&hpos=22&no_rooms=1&sr_order=popularity&sr_pri_blocks=87428504_88827019_0_0_0__28249999&srepoch=1613474902&srpvid=349250aa2fe00047&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.3,63 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/218527424.jpg?k=177a198bb6b3a055c50bad07da668d2542e7ff8b87543dcdac8857150e93566a&o=,"Rp 282,500"
RedDoorz Premium @ Cilandak Timur 2,"
/hotel/id/reddoorz-premium-cilandak-timur-2.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=6e704a9660094396f25701fb6ed06d82&all_sr_blocks=560017801_273403985_0_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=198&highlighted_blocks=560017801_273403985_0_0_0&hpos=23&no_rooms=1&sr_order=popularity&sr_pri_blocks=560017801_273403985_0_0_0__23382699&srepoch=1613474902&srpvid=349250aa2fe00047&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.3,16 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/264014441.jpg?k=08c3ef30dd5a15649269eb72aa49bed842987bc2c513565f30abd648b4120f7f&o=,"Rp 233,827"
RedDoorz Apartment @ Padina Soho and Residence,"
/hotel/id/reddoorz-apartment-padina-residences.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=6e704a9660094396f25701fb6ed06d82&all_sr_blocks=641641901_270926555_2_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=199&highlighted_blocks=641641901_270926555_2_0_0&hpos=24&no_rooms=1&sr_order=popularity&sr_pri_blocks=641641901_270926555_2_0_0__20822999&srepoch=1613474902&srpvid=349250aa2fe00047&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.3,7 reviews,Very good,https://cf.bstatic.com/xdata/images/hotel/square600/284498696.jpg?k=3f15ab6cec8638858e86302c39b94d4272a3fae8d637e36c573e014280816f15&o=,"Rp 208,230"
Sotis Residence Pejompongan,"
/hotel/id/sotis-residence-pejompongan.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=6e704a9660094396f25701fb6ed06d82&all_sr_blocks=227532602_103254132_0_2_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=200&highlighted_blocks=227532602_103254132_0_2_0&hpos=25&no_rooms=1&sr_order=popularity&sr_pri_blocks=227532602_103254132_0_2_0__35999999&srepoch=1613474902&srpvid=349250aa2fe00047&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.1,127 reviews,Very good,https://cf.bstatic.com/xdata/images/hotel/square600/125823273.jpg?k=c815d3531129c95c6b304caae9f6669746229d1d5f1c4d72f82b9586226fe1c7&o=,"Rp 360,000"
"Batavia Apartments, Hotel & Serviced Residences","
/hotel/id/batavia-apartments.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=81e0bfe90c7612a8a363a699146426e7&all_sr_blocks=27178701_279671247_0_1_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=201&highlighted_blocks=27178701_279671247_0_1_0&hpos=1&no_rooms=1&sr_order=popularity&sr_pri_blocks=27178701_279671247_0_1_0__59400000&srepoch=1613474933&srpvid=88ec50ba99e4010f&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",6.5,152 reviews,Review score,https://cf.bstatic.com/xdata/images/hotel/square600/68275456.jpg?k=b7340ba411c46afcd53efbcbd27da3a31d3d11a2ca48867bcf6467d9a5f8fc63&o=,"Rp 594,000"
HARRIS Hotel Tebet Jakarta,"
/hotel/id/harris-tebet-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=81e0bfe90c7612a8a363a699146426e7&all_sr_blocks=24375701_189622060_0_2_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=202&highlighted_blocks=24375701_189622060_0_2_0&hpos=2&no_rooms=1&sr_order=popularity&sr_pri_blocks=24375701_189622060_0_2_0__63271999&srepoch=1613474933&srpvid=88ec50ba99e4010f&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.6,136 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/185344963.jpg?k=246eed3643483b430d63ebf6d4c7d0ebba0a8af193edf8b4de71a46c1e030289&o=,"Rp 632,720"
New Priok Indah Syariah Hotel,"
/hotel/id/new-priok.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=81e0bfe90c7612a8a363a699146426e7&all_sr_blocks=400664401_278607291_0_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=203&highlighted_blocks=400664401_278607291_0_0_0&hpos=3&no_rooms=1&sr_order=popularity&sr_pri_blocks=400664401_278607291_0_0_0__13113000&srepoch=1613474933&srpvid=88ec50ba99e4010f&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.6,57 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/178947962.jpg?k=d6669c99656bc9c1ec582870f407e02167a7f848559ecdeefee9b5b6c136a334&o=,"Rp 131,130"
RedDoorz Plus near Gandaria City Mall 2,"
/hotel/id/reddoorz-plus-near-gandaria-city-mall-2.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=81e0bfe90c7612a8a363a699146426e7&all_sr_blocks=583562602_285361708_0_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=204&highlighted_blocks=583562602_285361708_0_0_0&hpos=4&no_rooms=1&sr_order=popularity&sr_pri_blocks=583562602_285361708_0_0_0__22175999&srepoch=1613474933&srpvid=88ec50ba99e4010f&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.8,27 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/264014751.jpg?k=65c3c4b23ac428049cf346ce6cbe0a292b57f457c16d2b477018c2587348534c&o=,"Rp 221,760"
Cabin Hotel,"
/hotel/id/cabin.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=81e0bfe90c7612a8a363a699146426e7&all_sr_blocks=144236801_224771445_0_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=205&highlighted_blocks=144236801_224771445_0_0_0&hpos=5&no_rooms=1&sr_order=popularity&sr_pri_blocks=144236801_224771445_0_0_0__41999999&srepoch=1613474933&srpvid=88ec50ba99e4010f&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.7,140 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/50859669.jpg?k=4a1d75068aca2832ac5810fcdfe43d2ca700cc4c3096f7f126a85f099d835914&o=,"Rp 420,000"
Tuju WK Homes Syariah,"
/hotel/id/sky-residence-syariah-cilandak-1-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=81e0bfe90c7612a8a363a699146426e7&all_sr_blocks=399545701_274567823_0_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=206&highlighted_blocks=399545701_274567823_0_0_0&hpos=6&no_rooms=1&sr_order=popularity&sr_pri_blocks=399545701_274567823_0_0_0__14183199&srepoch=1613474933&srpvid=88ec50ba99e4010f&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.3,3 reviews,Very good,https://cf.bstatic.com/xdata/images/hotel/square600/259947842.jpg?k=5a4988fda1ed8299dcaad43b845a77c0a32a8980606f2e1d137c424a4e84c599&o=,"Rp 141,832"
RedDoorz Plus near JIEXPO Kemayoran,"
/hotel/id/reddoorz-near-jiexpo-kemayoran.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=81e0bfe90c7612a8a363a699146426e7&all_sr_blocks=435314301_274104364_0_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=207&highlighted_blocks=435314301_274104364_0_0_0&hpos=7&no_rooms=1&sr_order=popularity&sr_pri_blocks=435314301_274104364_0_0_0__17671499&srepoch=1613474933&srpvid=88ec50ba99e4010f&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.4,39 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/222459332.jpg?k=684c0043e6ab6dc757a7bec5a795c252c99e11037db60ce0a5b807412ca35731&o=,"Rp 176,715"
Balairung Hotel Jakarta,"
/hotel/id/balairung-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=81e0bfe90c7612a8a363a699146426e7&all_sr_blocks=55144204_226371367_0_2_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=208&highlighted_blocks=55144204_226371367_0_2_0&hpos=8&no_rooms=1&sr_order=popularity&sr_pri_blocks=55144204_226371367_0_2_0__35999999&srepoch=1613474933&srpvid=88ec50ba99e4010f&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.9,28 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/43942162.jpg?k=f28a2591acd7a6a9b2b39502e791f454e279a169e0ff147daa52bdad0a8bb2f4&o=,"Rp 360,000"
Avissa Suites,"
/hotel/id/avissa-suites.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=81e0bfe90c7612a8a363a699146426e7&all_sr_blocks=36173001_104789193_0_1_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=209&highlighted_blocks=36173001_104789193_0_1_0&hpos=9&no_rooms=1&sr_order=popularity&sr_pri_blocks=36173001_104789193_0_1_0__45852599&srepoch=1613474933&srpvid=88ec50ba99e4010f&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.5,146 reviews,Very good,https://cf.bstatic.com/xdata/images/hotel/square600/17660583.jpg?k=92b832143214ee3ffe96d80e260298594d7c977babccec356d7a5ef97d3162b4&o=,"Rp 458,526"
Amaris Hotel La Codefin Kemang,"
/hotel/id/amaris-la-codefin-kemang.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=81e0bfe90c7612a8a363a699146426e7&all_sr_blocks=119606301_258066586_0_1_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=210&highlighted_blocks=119606301_258066586_0_1_0&hpos=10&no_rooms=1&sr_order=popularity&sr_pri_blocks=119606301_258066586_0_1_0__33439999&srepoch=1613474933&srpvid=88ec50ba99e4010f&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.5,130 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/39642927.jpg?k=f5f276298e3d7f2a853a17b05c07b6c15ce7dbffe928d3c764c8922393de7108&o=,"Rp 334,400"
F Hotel Jakarta,"
/hotel/id/f-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=81e0bfe90c7612a8a363a699146426e7&all_sr_blocks=141420015_127213265_2_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=211&highlighted_blocks=141420015_127213265_2_0_0&hpos=11&no_rooms=1&sr_order=popularity&sr_pri_blocks=141420015_127213265_2_0_0__29610000&srepoch=1613474933&srpvid=88ec50ba99e4010f&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.1,99 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/86888268.jpg?k=4bf1afc54eaad4fd3949ceccd42cc1d50500a1bdcee9db78e23f0a096dca34f8&o=,"Rp 296,100"
City Biz Residence,"
/hotel/id/city-biz-residence.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=81e0bfe90c7612a8a363a699146426e7&all_sr_blocks=661931001_272942498_2_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=212&highlighted_blocks=661931001_272942498_2_0_0&hpos=12&no_rooms=1&sr_order=popularity&sr_pri_blocks=661931001_272942498_2_0_0__20041599&srepoch=1613474933&srpvid=88ec50ba99e4010f&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.2,12 reviews,Very good,https://cf.bstatic.com/xdata/images/hotel/square600/265253855.jpg?k=c0ba974acc0e539652d726568ddec0208649e60bdc8c2706afd719ad25572a70&o=,"Rp 200,416"
Amaris Hotel Thamrin City,"
/hotel/id/amaris-thamrin-city.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=81e0bfe90c7612a8a363a699146426e7&all_sr_blocks=36215102_91320777_0_1_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=213&highlighted_blocks=36215102_91320777_0_1_0&hpos=13&no_rooms=1&sr_order=popularity&sr_pri_blocks=36215102_91320777_0_1_0__30799999&srepoch=1613474933&srpvid=88ec50ba99e4010f&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.6,139 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/7142203.jpg?k=e166e272e9ee3bf61159011cfdcabd78c8ed40048d988f05af70a4e30ac2e19c&o=,"Rp 308,000"
RedDoorz Apartment @ Pasar Baru Mansion,"
/hotel/id/reddoorz-apartment-pasar-baru-mansion.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=81e0bfe90c7612a8a363a699146426e7&all_sr_blocks=627559901_244466745_2_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=214&highlighted_blocks=627559901_244466745_2_0_0&hpos=14&no_rooms=1&sr_order=popularity&sr_pri_blocks=627559901_244466745_2_0_0__17325000&srepoch=1613474933&srpvid=88ec50ba99e4010f&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.2,11 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/246914253.jpg?k=fece1f2a74486fbce170aafc43885f5b34adc2ff90cf024719500fa1ce5bd650&o=,"Rp 173,250"
Hotel 88 ITC Fatmawati Jakarta,"
/hotel/id/88-fatmawati-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=81e0bfe90c7612a8a363a699146426e7&all_sr_blocks=196508501_256446553_0_2_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=215&highlighted_blocks=196508501_256446553_0_2_0&hpos=15&no_rooms=1&sr_order=popularity&sr_pri_blocks=196508501_256446553_0_2_0__38000000&srepoch=1613474933&srpvid=88ec50ba99e4010f&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.6,48 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/215564656.jpg?k=ca9fa1cc167ff43703388602600b4d4793243e967eb720e49f97aa7c9c3d3cc4&o=,"Rp 380,000"
Travellers Hotel Jakarta,"
/hotel/id/travellers-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=81e0bfe90c7612a8a363a699146426e7&all_sr_blocks=17681201_202590067_0_2_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=216&highlighted_blocks=17681201_202590067_0_2_0&hpos=16&no_rooms=1&sr_order=popularity&sr_pri_blocks=17681201_202590067_0_2_0__35200000&srepoch=1613474933&srpvid=88ec50ba99e4010f&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.5,173 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/218884155.jpg?k=a112c8a00adeb09f97e6a0562b6d2fff3a56a0e56b559e32e9d39afbec346f8c&o=,"Rp 352,000"
favehotel Pasar Baru,"
/hotel/id/fave-pasar-baru.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=81e0bfe90c7612a8a363a699146426e7&all_sr_blocks=42985601_190281124_0_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=217&highlighted_blocks=42985601_190281124_0_0_0&hpos=17&no_rooms=1&sr_order=popularity&sr_pri_blocks=42985601_190281124_0_0_0__30504799&srepoch=1613474933&srpvid=88ec50ba99e4010f&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.5,108 reviews,Very good,https://cf.bstatic.com/xdata/images/hotel/square600/91425128.jpg?k=09ea57ea63fd8e6fff59bc882c7b4aa5804126d0fc4d59ff452e06a5c2f9d29f&o=,"Rp 305,048"
Kemang Eleven,"
/hotel/id/zen-rooms-kemang-raya.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=81e0bfe90c7612a8a363a699146426e7&all_sr_blocks=206469404_95150997_0_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=218&highlighted_blocks=206469404_95150997_0_0_0&hpos=18&no_rooms=1&sr_order=popularity&sr_pri_blocks=206469404_95150997_0_0_0__21518599&srepoch=1613474934&srpvid=88ec50ba99e4010f&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.7,51 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/260367547.jpg?k=65b0f328f5e7cf67230c77cd34ff6815cdca2251e5ba78aaacb4b74bbef961e3&o=,"Rp 215,186"
